id,name,salary,Increased_Salary
92706,Laura Wyatt,927060000,1019766000.0000001
92707,Edward Reynolds,927070000,1019777000.0000001
92708,Annie Levar,927080000,1019788000.0000001
92709,Ann Wagers,927090000,1019799000.0000001
92710,Michael Fowler,927100000,1019810000.0000001
92711,Stephanie Yocum,927110000,1019821000.0000001
92712,Noma Thomas,927120000,1019832000.0000001
92713,Michael Gruber,927130000,1019843000.0000001
92714,Jude Allen,927140000,1019854000.0000001
92715,George Pifer,927150000,1019865000.0000001
92716,Martin Russell,927160000,1019876000.0000001
92717,Ruth Carey,927170000,1019887000.0000001
92718,Al West,927180000,1019898000.0000001
92719,David Osborne,927190000,1019909000.0000001
92720,Julie Fraser,927200000,1019920000.0000001
92721,Brad Dewinter,927210000,1019931000.0000001
92722,Patricia Dewey,927220000,1019942000.0000001
92723,Raymond Nardo,927230000,1019953000.0000001
92724,Ronald Siwicki,927240000,1019964000.0000001
92725,Chris Mudget,927250000,1019975000.0000001
92726,Damon Sutton,927260000,1019986000.0000001
92727,Jason Nichols,927270000,1019997000.0000001
92728,Catherine Tomson,927280000,1020008000.0000001
92729,Kimberly Nolasco,927290000,1020019000.0000001
92730,Harold Alvarado,927300000,1020030000.0000001
92731,Cathy Tripp,927310000,1020041000.0000001
92732,Frederic Parker,927320000,1020052000.0000001
92733,Sara Hutton,927330000,1020063000.0000001
92734,Corey Price,927340000,1020074000.0000001
92735,Catherine James,927350000,1020085000.0000001
92736,Mary Quisenberry,927360000,1020096000.0000001
92737,Jessica Malizia,927370000,1020107000.0000001
92738,Mary Pifer,927380000,1020118000.0000001
92739,Jennie Lindley,927390000,1020129000.0000001
92740,Patrick Turner,927400000,1020140000.0000001
92741,Alaina Sharp,927410000,1020151000.0000001
92742,Francisca Cummings,927420000,1020162000.0000001
92743,Richard Lewis,927430000,1020173000.0000001
92744,William Brayton,927440000,1020184000.0000001
92745,Jack Tudor,927450000,1020195000.0000001
92746,Ross Henderson,927460000,1020206000.0000001
92747,William Mcdonald,927470000,1020217000.0000001
92748,Lera Patterson,927480000,1020228000.0000001
92749,Helen Davis,927490000,1020239000.0000001
92750,Timothy Sampson,927500000,1020250000.0000001
92751,Carmen Big,927510000,1020261000.0000001
92752,Barbara Mccoy,927520000,1020272000.0000001
92753,Wm Ketron,927530000,1020283000.0000001
92754,Enrique Smiley,927540000,1020294000.0000001
92755,Joy Rasmussen,927550000,1020305000.0000001
92756,Catherine Leymeister,927560000,1020316000.0000001
92757,Rose Speroni,927570000,1020327000.0000001
92758,Chris Holman,927580000,1020338000.0000001
92759,Alan Schulze,927590000,1020349000.0000001
92760,Thomas Tolley,927600000,1020360000.0000001
92761,Leonarda Cropper,927610000,1020371000.0000001
92762,Mary Pafford,927620000,1020382000.0000001
92763,Christine Sargent,927630000,1020393000.0000001
92764,Betty Kim,927640000,1020404000.0000001
92765,Ana Belser,927650000,1020415000.0000001
92766,Kevin Page,927660000,1020426000.0000001
92767,Sean Hampton,927670000,1020437000.0000001
92768,Jerry Johnson,927680000,1020448000.0000001
92769,Christina Tamburo,927690000,1020459000.0000001
92770,Caleb Tell,927700000,1020470000.0000001
92771,Ann Hale,927710000,1020481000.0000001
92772,Darryl Yan,927720000,1020492000.0000001
92773,Lauren Angarola,927730000,1020503000.0000001
92774,Dorothy Smith,927740000,1020514000.0000001
92775,Doretha Otero,927750000,1020525000.0000001
92776,David Singleton,927760000,1020536000.0000001
92777,Alphonso Gardner,927770000,1020547000.0000001
92778,Sarah Porter,927780000,1020558000.0000001
92779,Marie Hart,927790000,1020569000.0000001
92780,David Pitre,927800000,1020580000.0000001
92781,Eric Biscoe,927810000,1020591000.0000001
92782,Stephen Booth,927820000,1020602000.0000001
92783,Naomi Christoff,927830000,1020613000.0000001
92784,Bobby Cannellos,927840000,1020624000.0000001
92785,Linda Atwell,927850000,1020635000.0000001
92786,Rhonda Miller,927860000,1020646000.0000001
92787,Anna Reed,927870000,1020657000.0000001
92788,Tyson Hackett,927880000,1020668000.0000001
92789,Jimmie Gilbert,927890000,1020679000.0000001
92790,Robert Wilkinson,927900000,1020690000.0000001
92791,Thomas Miller,927910000,1020701000.0000001
92792,Joe Mount,927920000,1020712000.0000001
92793,Tiffany Simoneaux,927930000,1020723000.0000001
92794,Wendell Workman,927940000,1020734000.0000001
92795,Marnie Wallace,927950000,1020745000.0000001
92796,Rosa Lydon,927960000,1020756000.0000001
92797,Ashley Gulotta,927970000,1020767000.0000001
92798,Antonio Wilson,927980000,1020778000.0000001
92799,Amy Moore,927990000,1020789000.0000001
92800,Jason Gourley,928000000,1020800000.0000001
92801,Mary Duke,928010000,1020811000.0000001
92802,Maria Gonzalez,928020000,1020822000.0000001
92803,Gracie Jack,928030000,1020833000.0000001
92804,Edward Davenport,928040000,1020844000.0000001
92805,Jacquelyn Colton,928050000,1020855000.0000001
92806,John Couch,928060000,1020866000.0000001
92807,Erin Robinette,928070000,1020877000.0000001
92808,Doris Reynolds,928080000,1020888000.0000001
92809,Lola Tyler,928090000,1020899000.0000001
92810,William Hair,928100000,1020910000.0000001
92811,Maria Boyd,928110000,1020921000.0000001
92812,Zachery Quinn,928120000,1020932000.0000001
92813,Wendy Parker,928130000,1020943000.0000001
92814,Robert Brodowski,928140000,1020954000.0000001
92815,Mary Arredondo,928150000,1020965000.0000001
92816,Edward Ruth,928160000,1020976000.0000001
92817,Joyce Choe,928170000,1020987000.0000001
92818,Diane Castellucci,928180000,1020998000.0000001
92819,Jerry Rutherford,928190000,1021009000.0000001
92820,Lula Zastawny,928200000,1021020000.0000001
92821,Christopher Butler,928210000,1021031000.0000001
92822,Madeline Kelton,928220000,1021042000.0000001
92823,Roberta Laird,928230000,1021053000.0000001
92824,Logan Reid,928240000,1021064000.0000001
92825,Melinda Ouye,928250000,1021075000.0000001
92826,William Misiaszek,928260000,1021086000.0000001
92827,Frances Frew,928270000,1021097000.0000001
92828,Thomas Wilfong,928280000,1021108000.0000001
92829,Harold Crotty,928290000,1021119000.0000001
92830,Joy Sprague,928300000,1021130000.0000001
92831,Houston Latsko,928310000,1021141000.0000001
92832,Elsie Xiong,928320000,1021152000.0000001
92833,Paul Taylor,928330000,1021163000.0000001
92834,James Keener,928340000,1021174000.0000001
92835,Thomas Smith,928350000,1021185000.0000001
92836,Timothy Lampe,928360000,1021196000.0000001
92837,Amelia Bingham,928370000,1021207000.0000001
92838,Emily Nodine,928380000,1021218000.0000001
92839,Veronica Cooper,928390000,1021229000.0000001
92840,Lynette Nichols,928400000,1021240000.0000001
92841,Orville Bishop,928410000,1021251000.0000001
92842,Jimmy Reyes,928420000,1021262000.0000001
92843,Brittany Hulsey,928430000,1021273000.0000001
92844,Timothy Mitchell,928440000,1021284000.0000001
92845,Michael Drew,928450000,1021295000.0000001
92846,Teresa Pack,928460000,1021306000.0000001
92847,Lisa Howard,928470000,1021317000.0000001
92848,Kent Clarke,928480000,1021328000.0000001
92849,Gwendolyn Gann,928490000,1021339000.0000001
92850,William Dean,928500000,1021350000.0000001
92851,Erin Turner,928510000,1021361000.0000001
92852,Robert Durkee,928520000,1021372000.0000001
92853,Vicki Parker,928530000,1021383000.0000001
92854,Jane Davis,928540000,1021394000.0000001
92855,Rocco Balser,928550000,1021405000.0000001
92856,Carey Mcdonald,928560000,1021416000.0000001
92857,Joan Hark,928570000,1021427000.0000001
92858,Javier Webb,928580000,1021438000.0000001
92859,Daniel Kelly,928590000,1021449000.0000001
92860,Linda Temple,928600000,1021460000.0000001
92861,Eva Blankenship,928610000,1021471000.0000001
92862,Doris Hardy,928620000,1021482000.0000001
92863,Debra Taylor,928630000,1021493000.0000001
92864,Daniel Dent,928640000,1021504000.0000001
92865,Craig Reed,928650000,1021515000.0000001
92866,Wanda Araujo,928660000,1021526000.0000001
92867,David Caggiano,928670000,1021537000.0000001
92868,Alvin Violette,928680000,1021548000.0000001
92869,James Napolitano,928690000,1021559000.0000001
92870,John Britton,928700000,1021570000.0000001
92871,John Nagy,928710000,1021581000.0000001
92872,Frank Peterson,928720000,1021592000.0000001
92873,Marilyn Brassell,928730000,1021603000.0000001
92874,Steven Harper,928740000,1021614000.0000001
92875,Monica Higgins,928750000,1021625000.0000001
92876,Mary Cooley,928760000,1021636000.0000001
92877,Colleen Cash,928770000,1021647000.0000001
92878,Thomas Childress,928780000,1021658000.0000001
92879,Charles Lamarre,928790000,1021669000.0000001
92880,Shirley Wells,928800000,1021680000.0000001
92881,Marcus Rivas,928810000,1021691000.0000001
92882,Joseph Wolfson,928820000,1021702000.0000001
92883,Robert Jones,928830000,1021713000.0000001
92884,Deborah Naumann,928840000,1021724000.0000001
92885,Jessica Johnson,928850000,1021735000.0000001
92886,Marilynn Garcia,928860000,1021746000.0000001
92887,Chad Tucker,928870000,1021757000.0000001
92888,Terrell Mercuri,928880000,1021768000.0000001
92889,Martha Toste,928890000,1021779000.0000001
92890,Helen Kenney,928900000,1021790000.0000001
92891,Phylicia Payne,928910000,1021801000.0000001
92892,Sheldon Dembitzer,928920000,1021812000.0000001
92893,Anitra Marsh,928930000,1021823000.0000001
92894,Susan Gehling,928940000,1021834000.0000001
92895,Nicholas Allred,928950000,1021845000.0000001
92896,James Nave,928960000,1021856000.0000001
92897,Elia Collins,928970000,1021867000.0000001
92898,Lily Hood,928980000,1021878000.0000001
92899,Bryan Mckillop,928990000,1021889000.0000001
92900,Marilyn Butler,929000000,1021900000.0000001
92901,Ed Sweet,929010000,1021911000.0000001
92902,Mark Martin,929020000,1021922000.0000001
92903,Leonard Schultz,929030000,1021933000.0000001
92904,Frank Kenney,929040000,1021944000.0000001
92905,Elizabeth Arnold,929050000,1021955000.0000001
92906,Michael Steele,929060000,1021966000.0000001
92907,Robert Campbell,929070000,1021977000.0000001
92908,Donald Maes,929080000,1021988000.0000001
92909,Beverly Nuss,929090000,1021999000.0000001
92910,Eva Mathews,929100000,1022010000.0000001
92911,Christian Duke,929110000,1022021000.0000001
92912,Theodore Garvie,929120000,1022032000.0000001
92913,John Braunstein,929130000,1022043000.0000001
92914,Shirley Hutchings,929140000,1022054000.0000001
92915,Denice Devito,929150000,1022065000.0000001
92916,John Henning,929160000,1022076000.0000001
92917,Jamar Laughlin,929170000,1022087000.0000001
92918,Meredith Kozlowski,929180000,1022098000.0000001
92919,Louise Fiorita,929190000,1022109000.0000001
92920,Ken Stoddard,929200000,1022120000.0000001
92921,Karen Romans,929210000,1022131000.0000001
92922,Larry Webb,929220000,1022142000.0000001
92923,Lilian Folsom,929230000,1022153000.0000001
92924,Sarah Bottoms,929240000,1022164000.0000001
92925,Aaron Berg,929250000,1022175000.0000001
92926,Jerry Scott,929260000,1022186000.0000001
92927,Constance Jenkins,929270000,1022197000.0000001
92928,Shawn Moore,929280000,1022208000.0000001
92929,Debbie Ditto,929290000,1022219000.0000001
92930,Diane Bauer,929300000,1022230000.0000001
92931,Anthony Zerger,929310000,1022241000.0000001
92932,Mike Zook,929320000,1022252000.0000001
92933,Joseph Lee,929330000,1022263000.0000001
92934,Matthew Arnold,929340000,1022274000.0000001
92935,Sylvia Arce,929350000,1022285000.0000001
92936,George Vadasy,929360000,1022296000.0000001
92937,Shirley Gurley,929370000,1022307000.0000001
92938,Theresa Clark,929380000,1022318000.0000001
92939,Gilbert Shary,929390000,1022329000.0000001
92940,Paula Albarado,929400000,1022340000.0000001
92941,Laura Brodsky,929410000,1022351000.0000001
92942,Richard Bailey,929420000,1022362000.0000001
92943,Corey Muscara,929430000,1022373000.0000001
92944,Jennifer Jephson,929440000,1022384000.0000001
92945,Travis Sutton,929450000,1022395000.0000001
92946,Dawn Moore,929460000,1022406000.0000001
92947,Christopher Teague,929470000,1022417000.0000001
92948,Linda Mcclurg,929480000,1022428000.0000001
92949,Willie Madigan,929490000,1022439000.0000001
92950,Charles Stewart,929500000,1022450000.0000001
92951,Carolyn Geary,929510000,1022461000.0000001
92952,Ken Isch,929520000,1022472000.0000001
92953,Lillian Gering,929530000,1022483000.0000001
92954,Joseph Duhamel,929540000,1022494000.0000001
92955,Mary Stephenson,929550000,1022505000.0000001
92956,Tara Wafford,929560000,1022516000.0000001
92957,Helen Miller,929570000,1022527000.0000001
92958,Julie Milner,929580000,1022538000.0000001
92959,Sharon Defreitas,929590000,1022549000.0000001
92960,Jonathan Sanderson,929600000,1022560000.0000001
92961,Megan Schubert,929610000,1022571000.0000001
92962,Mary Powell,929620000,1022582000.0000001
92963,Eugene Daines,929630000,1022593000.0000001
92964,Steven Hayes,929640000,1022604000.0000001
92965,Peter Hamlin,929650000,1022615000.0000001
92966,Harold Kim,929660000,1022626000.0000001
92967,Cynthia Tizon,929670000,1022637000.0000001
92968,Carl Lupo,929680000,1022648000.0000001
92969,Louie Aikens,929690000,1022659000.0000001
92970,Eva Claxton,929700000,1022670000.0000001
92971,Lucy Benett,929710000,1022681000.0000001
92972,Jesse Daniel,929720000,1022692000.0000001
92973,Ian Roldan,929730000,1022703000.0000001
92974,John Barber,929740000,1022714000.0000001
92975,Steven Leslie,929750000,1022725000.0000001
92976,George Leeman,929760000,1022736000.0000001
92977,Anna Armenta,929770000,1022747000.0000001
92978,Elizabeth Dawkins,929780000,1022758000.0000001
92979,Michelle Baker,929790000,1022769000.0000001
92980,Jay Lowe,929800000,1022780000.0000001
92981,Tonya Bliss,929810000,1022791000.0000001
92982,John Mcdanel,929820000,1022802000.0000001
92983,Barbara Head,929830000,1022813000.0000001
92984,Gilbert Nievas,929840000,1022824000.0000001
92985,Antonio Applegate,929850000,1022835000.0000001
92986,Therese Vollstedt,929860000,1022846000.0000001
92987,Cora Gaskins,929870000,1022857000.0000001
92988,Petra Mitchiner,929880000,1022868000.0000001
92989,Maureen Jackiewicz,929890000,1022879000.0000001
92990,Karen Spencer,929900000,1022890000.0000001
92991,Carlos Townsend,929910000,1022901000.0000001
92992,Martha Siever,929920000,1022912000.0000001
92993,Dona Combs,929930000,1022923000.0000001
92994,Karen Nicholson,929940000,1022934000.0000001
92995,Virginia Mcintosh,929950000,1022945000.0000001
92996,Sharon Lynn,929960000,1022956000.0000001
92997,Robert Lowrie,929970000,1022967000.0000001
92998,Philip Bloomfield,929980000,1022978000.0000001
92999,Pamela Pleasanton,929990000,1022989000.0000001
93000,Edward Westfall,930000000,1023000000.0000001
93001,Edward Bogue,930010000,1023011000.0000001
93002,Pauline Stephens,930020000,1023022000.0000001
93003,Doyle Quezada,930030000,1023033000.0000001
93004,Ann Casteel,930040000,1023044000.0000001
93005,Karen Crum,930050000,1023055000.0000001
93006,Jay Ward,930060000,1023066000.0000001
93007,Kathy Mccreight,930070000,1023077000.0000001
93008,Gregory Marcoux,930080000,1023088000.0000001
93009,Adrian Lawson,930090000,1023099000.0000001
93010,Travis Shade,930100000,1023110000.0000001
93011,Bryant Bennett,930110000,1023121000.0000001
93012,Edward Shropshire,930120000,1023132000.0000001
93013,Timmy Vella,930130000,1023143000.0000001
93014,Charles Baldwin,930140000,1023154000.0000001
93015,Kitty Cross,930150000,1023165000.0000001
93016,Rodney Wilson,930160000,1023176000.0000001
93017,Dorothy Wagner,930170000,1023187000.0000001
93018,Craig Zolezzi,930180000,1023198000.0000001
93019,Jon Rhyner,930190000,1023209000.0000001
93020,Joyce Bandy,930200000,1023220000.0000001
93021,Eugene Delima,930210000,1023231000.0000001
93022,Gary Watson,930220000,1023242000.0000001
93023,Margaret Moton,930230000,1023253000.0000001
93024,Mario Enriquez,930240000,1023264000.0000001
93025,Rowena Robinson,930250000,1023275000.0000001
93026,Anna Arellano,930260000,1023286000.0000001
93027,Russell Hayes,930270000,1023297000.0000001
93028,Timothy Moore,930280000,1023308000.0000001
93029,Amy Brown,930290000,1023319000.0000001
93030,Jeremy Shultis,930300000,1023330000.0000001
93031,Joseph Beane,930310000,1023341000.0000001
93032,Jeremy Kujawski,930320000,1023352000.0000001
93033,Janice Graham,930330000,1023363000.0000001
93034,Marie Kelly,930340000,1023374000.0000001
93035,Victoria Lewis,930350000,1023385000.0000001
93036,Peter Jackson,930360000,1023396000.0000001
93037,Richard Ramirez,930370000,1023407000.0000001
93038,Patricia Smith,930380000,1023418000.0000001
93039,David Vargo,930390000,1023429000.0000001
93040,Stuart Leon,930400000,1023440000.0000001
93041,Barbara Taylor,930410000,1023451000.0000001
93042,Kathryn Edmondson,930420000,1023462000.0000001
93043,Paige Stern,930430000,1023473000.0000001
93044,William Tate,930440000,1023484000.0000001
93045,Sherry Beamish,930450000,1023495000.0000001
93046,Richard Nava,930460000,1023506000.0000001
93047,Leon Anderson,930470000,1023517000.0000001
93048,Terrell Lloyd,930480000,1023528000.0000001
